match_no,ballnumber,inningno,over,outcome,batter,bowler,comment,score
71,61,2,9.3,w,Wade,Obed McCoy,"Obed McCoy to Wade, no run Wicket - c Buttler b Obed McCoy batsmen",0
71,62,2,9.4,1nb,Miller,Obed McCoy,"Obed McCoy to Miller, 1 no ball",1
71,63,2,9.4,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,64,2,9.5,1wd,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, 1 wide",1
71,65,2,9.5,4,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, Four runs",4
71,66,2,9.6,1wd,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, 1 wide",1
71,67,2,9.6,4,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, Four runs",4
71,68,2,10.1,0,Miller,Prasidh,"Prasidh to Miller, no run",0
71,69,2,10.2,1,Miller,Prasidh,"Prasidh to Miller, 1 run",1
71,70,2,10.3,0,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, no run",0
71,71,2,10.4,4,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, Four runs",4
71,72,2,10.5,1,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, 1 run",1
71,73,2,10.6,1lb,Miller,Prasidh,"Prasidh to Miller, 1 leg bye",1
71,74,2,11.1,0,Miller,Ashwin,"Ashwin to Miller, no run",0
71,75,2,11.2,1,Miller,Ashwin,"Ashwin to Miller, 1 run",1
71,76,2,11.3,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
71,77,2,11.4,1,Miller,Ashwin,"Ashwin to Miller, 1 run",1
71,78,2,11.5,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
71,79,2,11.6,1,Miller,Ashwin,"Ashwin to Miller, 1 run",1
71,80,2,12.1,0,Miller,Obed McCoy,"Obed McCoy to Miller, no run",0
71,81,2,12.2,2,Miller,Obed McCoy,"Obed McCoy to Miller, 2 runs",2
71,82,2,12.3,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,83,2,12.4,1,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, 1 run",1
71,84,2,12.5,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,85,2,12.6,1,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, 1 run",1
71,86,2,13.1,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
71,87,2,13.2,1,Miller,Ashwin,"Ashwin to Miller, 1 run",1
71,88,2,13.3,2,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 2 runs",2
71,89,2,13.4,4,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, Four runs",4
71,90,2,13.5,1wd,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 wide",1
71,91,2,13.5,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
71,92,2,13.6,4,Miller,Ashwin,"Ashwin to Miller, Four runs",4
71,93,2,14.1,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
71,94,2,14.2,1,Miller,Chahal,"Chahal to Miller, 1 run",1
71,95,2,14.3,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
71,96,2,14.4,6,Miller,Chahal,"Chahal to Miller, Six runs",6
71,97,2,14.5,1,Miller,Chahal,"Chahal to Miller, 1 run",1
71,98,2,14.6,0,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, no run",0
71,99,2,15.1,1,Miller,Boult,"Boult to Miller, 1 run",1
71,100,2,15.2,1,Hardik Pandya,Boult,"Boult to Hardik Pandya, 1 run",1
71,101,2,15.3,0,Miller,Boult,"Boult to Miller, no run",0
71,102,2,15.4,2,Miller,Boult,"Boult to Miller, 2 runs",2
71,103,2,15.5,2,Miller,Boult,"Boult to Miller, 2 runs",2
71,104,2,15.6,1,Miller,Boult,"Boult to Miller, 1 run",1
71,105,2,16.1,4,Miller,Obed McCoy,"Obed McCoy to Miller, Four runs",4
71,106,2,16.2,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,107,2,16.3,1,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, 1 run",1
71,108,2,16.4,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,109,2,16.5,1,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, 1 run",1
71,110,2,16.6,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,111,2,17.1,1,Miller,Chahal,"Chahal to Miller, 1 run",1
71,112,2,17.2,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
71,113,2,17.3,1,Miller,Chahal,"Chahal to Miller, 1 run",1
71,114,2,17.4,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
71,115,2,17.5,6,Miller,Chahal,"Chahal to Miller, Six runs",6
71,116,2,17.6,1,Miller,Chahal,"Chahal to Miller, 1 run",1
71,117,2,18.1,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,118,2,18.2,1,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, 1 run",1
71,119,2,18.3,4,Miller,Obed McCoy,"Obed McCoy to Miller, Four runs",4
71,120,2,18.4,0,Miller,Obed McCoy,"Obed McCoy to Miller, no run",0
71,121,2,18.5,1,Miller,Obed McCoy,"Obed McCoy to Miller, 1 run",1
71,122,2,18.6,0,Hardik Pandya,Obed McCoy,"Obed McCoy to Hardik Pandya, no run",0
71,123,2,19.1,6,Miller,Prasidh,"Prasidh to Miller, Six runs",6
71,124,2,19.2,6,Miller,Prasidh,"Prasidh to Miller, Six runs",6
71,125,2,19.3,6,Miller,Prasidh,"Prasidh to Miller, Six runs",6
72,1,1,0.1,0,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, no run",0
72,2,1,0.2,0,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, no run",0
72,3,1,0.3,0,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, no run",0
72,4,1,0.4,1wd,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, 1 wide",1
72,5,1,0.4,3,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, 3 runs",3
72,6,1,0.5,w,du Plessis,Mohsin Khan,"Mohsin Khan to du Plessis, no run Wicket - c de Kock b Mohsin Khan batsmen",0
72,7,1,0.6,0,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, no run",0
72,8,1,1.1,4,Kohli,Chameera,"Chameera to Kohli, Four runs",4
72,9,1,1.2,0,Kohli,Chameera,"Chameera to Kohli, no run",0
72,10,1,1.3,0,Kohli,Chameera,"Chameera to Kohli, no run",0
72,11,1,1.4,1,Kohli,Chameera,"Chameera to Kohli, 1 run",1
72,12,1,1.5,0,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, no run",0
72,13,1,1.6,4,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, Four runs",4
72,14,1,2.1,4,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, Four runs",4
72,15,1,2.2,0,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, no run",0
72,16,1,2.3,2,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, 2 runs",2
72,17,1,2.4,0,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, no run",0
72,18,1,2.5,1,Kohli,Mohsin Khan,"Mohsin Khan to Kohli, 1 run",1
72,19,1,2.6,0,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, no run",0
72,20,1,3.1,1,Kohli,Krunal Pandya,"Krunal Pandya to Kohli, 1 run",1
72,21,1,3.2,0,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, no run",0
72,22,1,3.3,1,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 run",1
72,23,1,3.4,0,Kohli,Krunal Pandya,"Krunal Pandya to Kohli, no run",0
72,24,1,3.5,1,Kohli,Krunal Pandya,"Krunal Pandya to Kohli, 1 run",1
72,25,1,3.6,1,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 run",1
72,26,1,4.1,0,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, no run",0
72,27,1,4.2,4,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, Four runs",4
72,28,1,4.3,4,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, Four runs",4
72,29,1,4.4,0,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, no run",0
72,30,1,4.5,0,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, no run",0
72,31,1,4.6,0,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, no run",0
72,32,1,5.1,1,Kohli,Krunal Pandya,"Krunal Pandya to Kohli, 1 run",1
72,33,1,5.2,4,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, Four runs",4
72,34,1,5.3,4,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, Four runs",4
72,35,1,5.4,6,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, Six runs",6
72,36,1,5.5,4,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, Four runs",4
72,37,1,5.6,1,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 run",1
72,38,1,6.1,2,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, 2 runs",2
72,39,1,6.2,0,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, no run",0
72,40,1,6.3,0,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, no run",0
72,41,1,6.4,1,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, 1 run",1
72,42,1,6.5,1,Kohli,Chameera,"Chameera to Kohli, 1 run",1
72,43,1,6.6,4,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, Four runs",4
72,44,1,7.1,1,Kohli,Ravi Bishnoi,"Ravi Bishnoi to Kohli, 1 run",1
72,45,1,7.2,1,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, 1 run",1
72,46,1,7.3,1wd,Kohli,Ravi Bishnoi,"Ravi Bishnoi to Kohli, 1 wide",1
72,47,1,7.3,2,Kohli,Ravi Bishnoi,"Ravi Bishnoi to Kohli, 2 runs",2
72,48,1,7.4,1,Kohli,Ravi Bishnoi,"Ravi Bishnoi to Kohli, 1 run",1
72,49,1,7.5,1,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, 1 run",1
72,50,1,7.6,2,Kohli,Ravi Bishnoi,"Ravi Bishnoi to Kohli, 2 runs",2
72,51,1,8.1,1,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, 1 run",1
72,52,1,8.2,0,Kohli,Avesh Khan,"Avesh Khan to Kohli, no run",0
72,53,1,8.3,w,Kohli,Avesh Khan,"Avesh Khan to Kohli, no run Wicket - c Mohsin Khan b Avesh Khan batsmen",0
72,54,1,8.4,0,Maxwell,Avesh Khan,"Avesh Khan to Maxwell, no run",0
72,55,1,8.5,1,Maxwell,Avesh Khan,"Avesh Khan to Maxwell, 1 run",1
72,56,1,8.6,6,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, Six runs",6
72,57,1,9.1,0,Maxwell,Ravi Bishnoi,"Ravi Bishnoi to Maxwell, no run",0
72,58,1,9.2,0,Maxwell,Ravi Bishnoi,"Ravi Bishnoi to Maxwell, no run",0
72,59,1,9.3,0,Maxwell,Ravi Bishnoi,"Ravi Bishnoi to Maxwell, no run",0
72,60,1,9.4,0,Maxwell,Ravi Bishnoi,"Ravi Bishnoi to Maxwell, no run",0
72,61,1,9.5,6,Maxwell,Ravi Bishnoi,"Ravi Bishnoi to Maxwell, Six runs",6
72,62,1,9.6,1,Maxwell,Ravi Bishnoi,"Ravi Bishnoi to Maxwell, 1 run",1
72,63,1,10.1,1,Maxwell,Krunal Pandya,"Krunal Pandya to Maxwell, 1 run",1
72,64,1,10.2,1,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 run",1
72,65,1,10.3,w,Maxwell,Krunal Pandya,"Krunal Pandya to Maxwell, no run Wicket - c Lewis b Krunal Pandya batsmen",0
72,66,1,10.4,2,Lomror,Krunal Pandya,"Krunal Pandya to Lomror, 2 runs",2
72,67,1,10.5,1,Lomror,Krunal Pandya,"Krunal Pandya to Lomror, 1 run",1
72,68,1,10.6,1,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 run",1
72,69,1,11.1,0,Lomror,Chameera,"Chameera to Lomror, no run",0
72,70,1,11.1,2nb,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, 2 no ball",2
72,71,1,11.2,1,Lomror,Chameera,"Chameera to Lomror, 1 run",1
72,72,1,11.3,4,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, Four runs",4
72,73,1,11.4,1,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, 1 run",1
72,74,1,11.5,4,Lomror,Chameera,"Chameera to Lomror, Four runs",4
72,75,1,11.6,4,Lomror,Chameera,"Chameera to Lomror, Four runs",4
72,76,1,12.1,1,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 run",1
72,77,1,12.2,1,Lomror,Krunal Pandya,"Krunal Pandya to Lomror, 1 run",1
72,78,1,12.3,1,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 run",1
72,79,1,12.4,1,Lomror,Krunal Pandya,"Krunal Pandya to Lomror, 1 run",1
72,80,1,12.5,1wd,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, 1 wide",1
72,81,1,12.5,4,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, Four runs",4
72,82,1,12.6,0,Rajat Patidar,Krunal Pandya,"Krunal Pandya to Rajat Patidar, no run",0
72,83,1,13.1,w,Lomror,Ravi Bishnoi,"Ravi Bishnoi to Lomror, no run Wicket - c Rahul b Ravi Bishnoi batsmen",0
72,84,1,13.2,0,Karthik,Ravi Bishnoi,"Ravi Bishnoi to Karthik, no run",0
72,85,1,13.3,0,Karthik,Ravi Bishnoi,"Ravi Bishnoi to Karthik, no run",0
72,86,1,13.4,0,Karthik,Ravi Bishnoi,"Ravi Bishnoi to Karthik, no run",0
72,87,1,13.5,1,Karthik,Ravi Bishnoi,"Ravi Bishnoi to Karthik, 1 run",1
72,88,1,13.6,1,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, 1 run",1
72,89,1,14.1,1,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, 1 run",1
72,90,1,14.2,1,Karthik,Mohsin Khan,"Mohsin Khan to Karthik, 1 run",1
72,91,1,14.3,1,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, 1 run",1
72,92,1,14.4,0,Karthik,Mohsin Khan,"Mohsin Khan to Karthik, no run",0
72,93,1,14.5,2,Karthik,Mohsin Khan,"Mohsin Khan to Karthik, 2 runs",2
72,94,1,14.6,1,Karthik,Mohsin Khan,"Mohsin Khan to Karthik, 1 run",1
72,95,1,15.1,1,Karthik,Ravi Bishnoi,"Ravi Bishnoi to Karthik, 1 run",1
72,96,1,15.2,6,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, Six runs",6
72,97,1,15.3,4,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, Four runs",4
72,98,1,15.4,6,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, Six runs",6
72,99,1,15.5,4,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, Four runs",4
72,100,1,15.6,6,Rajat Patidar,Ravi Bishnoi,"Ravi Bishnoi to Rajat Patidar, Six runs",6
72,101,1,16.1,0,Karthik,Avesh Khan,"Avesh Khan to Karthik, no run",0
72,102,1,16.2,4,Karthik,Avesh Khan,"Avesh Khan to Karthik, Four runs",4
72,103,1,16.3,4,Karthik,Avesh Khan,"Avesh Khan to Karthik, Four runs",4
72,104,1,16.4,1wd,Karthik,Avesh Khan,"Avesh Khan to Karthik, 1 wide",1
72,105,1,16.4,4,Karthik,Avesh Khan,"Avesh Khan to Karthik, Four runs",4
72,106,1,16.5,1,Karthik,Avesh Khan,"Avesh Khan to Karthik, 1 run",1
72,107,1,16.6,1,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, 1 run",1
72,108,1,17.1,0,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, no run",0
72,109,1,17.2,0,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, no run",0
72,110,1,17.3,2,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, 2 runs",2
72,111,1,17.4,6,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, Six runs",6
72,112,1,17.5,0,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, no run",0
72,113,1,17.6,0,Rajat Patidar,Mohsin Khan,"Mohsin Khan to Rajat Patidar, no run",0
72,114,1,18.1,0,Karthik,Chameera,"Chameera to Karthik, no run",0
72,115,1,18.2,6,Karthik,Chameera,"Chameera to Karthik, Six runs",6
72,116,1,18.3,4,Karthik,Chameera,"Chameera to Karthik, Four runs",4
72,117,1,18.4,1,Karthik,Chameera,"Chameera to Karthik, 1 run",1
72,118,1,18.5,6,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, Six runs",6
72,119,1,18.6,4,Rajat Patidar,Chameera,"Chameera to Rajat Patidar, Four runs",4
72,120,1,19.1,2,Karthik,Avesh Khan,"Avesh Khan to Karthik, 2 runs",2
72,121,1,19.2,4,Karthik,Avesh Khan,"Avesh Khan to Karthik, Four runs",4
72,122,1,19.3,0,Karthik,Avesh Khan,"Avesh Khan to Karthik, no run",0
72,123,1,19.4,0,Karthik,Avesh Khan,"Avesh Khan to Karthik, no run",0
72,124,1,19.5,1wd,Karthik,Avesh Khan,"Avesh Khan to Karthik, 5 wide",5
72,125,1,19.5,1,Karthik,Avesh Khan,"Avesh Khan to Karthik, 1 run",1
72,126,1,19.6,1,Rajat Patidar,Avesh Khan,"Avesh Khan to Rajat Patidar, 1 run",1
72,1,2,0.1,0,de Kock,Siraj,"Siraj to de Kock, no run",0
72,2,2,0.2,0,de Kock,Siraj,"Siraj to de Kock, no run",0
72,3,2,0.3,1lb,de Kock,Siraj,"Siraj to de Kock, 1 leg bye",1
72,4,2,0.4,1,Rahul,Siraj,"Siraj to Rahul, 1 run",1
72,5,2,0.5,6,de Kock,Siraj,"Siraj to de Kock, Six runs",6
72,6,2,0.6,w,de Kock,Siraj,"Siraj to de Kock, no run Wicket - c du Plessis b Siraj batsmen",0
72,7,2,1.1,0,Rahul,Hazlewood,"Hazlewood to Rahul, no run",0
72,8,2,1.2,3,Rahul,Hazlewood,"Hazlewood to Rahul, 3 runs",3
72,9,2,1.3,1,Vohra,Hazlewood,"Hazlewood to Vohra, 1 run",1
72,10,2,1.4,0,Rahul,Hazlewood,"Hazlewood to Rahul, no run",0
72,11,2,1.5,1,Rahul,Hazlewood,"Hazlewood to Rahul, 1 run",1
72,12,2,1.6,0,Vohra,Hazlewood,"Hazlewood to Vohra, no run",0
72,13,2,2.1,2,Rahul,Siraj,"Siraj to Rahul, 2 runs",2
72,14,2,2.2,1,Rahul,Siraj,"Siraj to Rahul, 1 run",1
72,15,2,2.3,0,Vohra,Siraj,"Siraj to Vohra, no run",0
72,16,2,2.4,0,Vohra,Siraj,"Siraj to Vohra, no run",0
72,17,2,2.5,1,Rahul,Siraj,"Siraj to Rahul, 1 run",1
72,18,2,2.5,1wd,Vohra,Siraj,"Siraj to Vohra, 2 wide",2
72,19,2,2.6,1,Vohra,Siraj,"Siraj to Vohra, 1 run",1
72,20,2,3.1,1b,Vohra,Shahbaz Ahmed,"Shahbaz Ahmed to Vohra, Four byes",4
72,21,2,3.2,6,Vohra,Shahbaz Ahmed,"Shahbaz Ahmed to Vohra, Six runs",6
72,22,2,3.3,1,Vohra,Shahbaz Ahmed,"Shahbaz Ahmed to Vohra, 1 run",1
72,23,2,3.4,0,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, no run",0
72,24,2,3.5,0,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, no run",0
72,25,2,3.6,0,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, no run",0
72,26,2,4.1,4,Vohra,Hazlewood,"Hazlewood to Vohra, Four runs",4
72,27,2,4.2,6,Vohra,Hazlewood,"Hazlewood to Vohra, Six runs",6
72,28,2,4.3,w,Vohra,Hazlewood,"Hazlewood to Vohra, no run Wicket - c Shahbaz Ahmed b Hazlewood batsmen",0
72,29,2,4.4,0,Hooda,Hazlewood,"Hazlewood to Hooda, no run",0
72,30,2,4.5,0,Hooda,Hazlewood,"Hazlewood to Hooda, no run",0
72,31,2,4.6,4,Hooda,Hazlewood,"Hazlewood to Hooda, Four runs",4
72,32,2,5.1,4,Rahul,Siraj,"Siraj to Rahul, Four runs",4
72,33,2,5.2,6,Rahul,Siraj,"Siraj to Rahul, Six runs",6
72,34,2,5.3,0,Rahul,Siraj,"Siraj to Rahul, no run",0
72,35,2,5.4,6,Rahul,Siraj,"Siraj to Rahul, Six runs",6
72,36,2,5.5,0,Rahul,Siraj,"Siraj to Rahul, no run",0
72,37,2,5.6,1,Rahul,Siraj,"Siraj to Rahul, 1 run",1
72,38,2,6.1,1,Rahul,Hasaranga,"Hasaranga to Rahul, 1 run",1
72,39,2,6.2,1,Hooda,Hasaranga,"Hasaranga to Hooda, 1 run",1
72,40,2,6.3,0,Rahul,Hasaranga,"Hasaranga to Rahul, no run",0
72,41,2,6.4,1,Rahul,Hasaranga,"Hasaranga to Rahul, 1 run",1
72,42,2,6.5,1,Hooda,Hasaranga,"Hasaranga to Hooda, 1 run",1
72,43,2,6.6,1,Rahul,Hasaranga,"Hasaranga to Rahul, 1 run",1
72,44,2,7.1,0,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, no run",0
72,45,2,7.2,1,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, 1 run",1
72,46,2,7.3,1,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 1 run",1
72,47,2,7.4,1,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, 1 run",1
72,48,2,7.5,6,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, Six runs",6
72,49,2,7.6,1wd,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 1 wide",1
72,50,2,7.6,2,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 2 runs",2
72,51,2,8.1,1,Rahul,Hasaranga,"Hasaranga to Rahul, 1 run",1
72,52,2,8.2,1,Hooda,Hasaranga,"Hasaranga to Hooda, 1 run",1
72,53,2,8.3,1,Rahul,Hasaranga,"Hasaranga to Rahul, 1 run",1
72,54,2,8.4,1,Hooda,Hasaranga,"Hasaranga to Hooda, 1 run",1
72,55,2,8.5,0,Rahul,Hasaranga,"Hasaranga to Rahul, no run",0
72,56,2,8.6,1,Rahul,Hasaranga,"Hasaranga to Rahul, 1 run",1
72,57,2,9.1,0,Rahul,Harshal Patel,"Harshal Patel to Rahul, no run",0
72,58,2,9.2,1,Rahul,Harshal Patel,"Harshal Patel to Rahul, 1 run",1
72,59,2,9.3,1,Hooda,Harshal Patel,"Harshal Patel to Hooda, 1 run",1
72,60,2,9.4,1,Rahul,Harshal Patel,"Harshal Patel to Rahul, 1 run",1
72,61,2,9.5,1,Hooda,Harshal Patel,"Harshal Patel to Hooda, 1 run",1
72,62,2,9.6,1,Rahul,Harshal Patel,"Harshal Patel to Rahul, 1 run",1
72,63,2,10.1,4,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, Four runs",4
72,64,2,10.2,1,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, 1 run",1
72,65,2,10.3,1,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 1 run",1
72,66,2,10.4,1,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, 1 run",1
72,67,2,10.5,0,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, no run",0
72,68,2,10.6,1wd,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 1 wide",1
72,69,2,10.6,1,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 1 run",1
72,70,2,11.1,1lb,Hooda,Harshal Patel,"Harshal Patel to Hooda, 1 leg bye",1
72,71,2,11.2,0,Rahul,Harshal Patel,"Harshal Patel to Rahul, no run",0
72,72,2,11.3,1,Rahul,Harshal Patel,"Harshal Patel to Rahul, 1 run",1
72,73,2,11.4,1,Hooda,Harshal Patel,"Harshal Patel to Hooda, 1 run",1
72,74,2,11.5,0,Rahul,Harshal Patel,"Harshal Patel to Rahul, no run",0
72,75,2,11.6,1,Rahul,Harshal Patel,"Harshal Patel to Rahul, 1 run",1
72,76,2,12.1,1,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, 1 run",1
72,77,2,12.2,1,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 1 run",1
72,78,2,12.3,1,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, 1 run",1
72,79,2,12.4,2,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 2 runs",2
72,80,2,12.5,1,Hooda,Shahbaz Ahmed,"Shahbaz Ahmed to Hooda, 1 run",1
72,81,2,12.6,1,Rahul,Shahbaz Ahmed,"Shahbaz Ahmed to Rahul, 1 run",1
72,82,2,13.1,6,Rahul,Hazlewood,"Hazlewood to Rahul, Six runs",6
72,83,2,13.2,2,Rahul,Hazlewood,"Hazlewood to Rahul, 2 runs",2
72,84,2,13.3,0,Rahul,Hazlewood,"Hazlewood to Rahul, no run",0
72,85,2,13.4,1,Rahul,Hazlewood,"Hazlewood to Rahul, 1 run",1
72,86,2,13.5,6,Hooda,Hazlewood,"Hazlewood to Hooda, Six runs",6
72,87,2,13.6,1,Hooda,Hazlewood,"Hazlewood to Hooda, 1 run",1
72,88,2,14.1,6,Hooda,Hasaranga,"Hasaranga to Hooda, Six runs",6
72,89,2,14.2,0,Hooda,Hasaranga,"Hasaranga to Hooda, no run",0
72,90,2,14.3,6,Hooda,Hasaranga,"Hasaranga to Hooda, Six runs",6
72,91,2,14.4,w,Hooda,Hasaranga,"Hasaranga to Hooda, no run Wicket - b Hasaranga batsmen",0
72,92,2,14.5,0,Stoinis,Hasaranga,"Hasaranga to Stoinis, no run",0
72,93,2,14.6,6,Stoinis,Hasaranga,"Hasaranga to Stoinis, Six runs",6
72,94,2,15.1,1,Rahul,Siraj,"Siraj to Rahul, 1 run",1
72,95,2,15.2,1,Stoinis,Siraj,"Siraj to Stoinis, 1 run",1
72,96,2,15.3,0,Rahul,Siraj,"Siraj to Rahul, no run",0
72,97,2,15.4,6,Rahul,Siraj,"Siraj to Rahul, Six runs",6
72,98,2,15.5,1,Rahul,Siraj,"Siraj to Rahul, 1 run",1
72,99,2,15.6,1wd,Stoinis,Siraj,"Siraj to Stoinis, 1 wide",1
72,100,2,15.6,0,Stoinis,Siraj,"Siraj to Stoinis, no run",0
